Index,Original_Text,Option 1,Option 2
108,"multilevel cervical spondylotic myelopathy ( mcsm ) is a serious disease which can lead to spinal cord dysfunction and a substantial decrease in quality of life . in addition , mcsm requiring multilevel cervical spine surgery can be accompanied by extensive blood loss . as spinal surgery has become increasingly complex , so control of perioperative bleeding has become an important clinical issue for spine surgeons . excessive blood loss can lead to a range of comorbidities such as anemia , hypotension , hematoma formation , and inadequate oxygenation of organs , thereby affecting patient outcome . excessive blood loss often requires allogeneic blood transfusion , the risks of which are numerous and among which immunological reactions and transmission of viruses are considered the most serious .","xa has been used in spinal  surgery  the of cf   to the treatment  ofmsm.ta  is  drug  used to control blood during l  in patients withcmm  and sylotic eopathy. a of of studies  have the effect ofx on blood  loss, hemos, and hemoto in  patients  withmc m","xa was used in the treatment ofmcm, a complex of ss and ts, and the use ofx is an important for the control of blood loss during surgery, as it has been shown to be effective in controlling blood in msm patients, the eas of the patients with cs. thex group was performed usinga high- speed burr to the bone, which is used to fix the laa"
109,"hip fracture is a moderate musculoskeletal trauma that mainly affects the older population with comorbid conditions . the number will increase markedly in coming years due to the ageing of the population . comorbidity and the double trauma may dispose them to serious postoperative adverse outcomes and a high mortality dominated by cardiovascular events [ 25 ] . myocardial injury may be difficult to diagnose because of impaired communication , limitations of clinical manifestation and non - specific electrocardiographic ( ecg ) changes [ 6 , 7 ] . the isoenzyme myocardium - specific creatine kinase ( ck - mb ) is expressed in the myocardium and ck in the skeletal muscle cells .",tt plasma was significantly with the of mortality in patients with hip fracture.  t  is  protein ofoal andoa and isa of o and aa  and the  ofa is of importance to the outcome of hip  surgery.t-t andck were in the range of 0.01  to 0.02  the values ofck -mb were  in  range 0.0 to 0,"The present study was conducted on 302 patients with hip fracture, and the plasma levels of - b and m were determined by a multivariate logistic regression predicting 3-month mortality ( death) or odds ratio, ci confidence interval, asa american society ofhesologists,ck-mb to ck, day 1 before surgery and day 0 within 24 after surgery. tt levels were significantly in the group of patients who were with "
110,"a young man was referred with a chief complaint of blurred vision and pain of the left eye 1 month after herpetic encephalitis in the left frontotemporal lobe . the patient had multiple foci of retinitis in the retinal periphery associated with vitritis , blot retinal hemorrhage and retinal arteriolitis . the impression of acute retinal necrosis was confirmed by polymerase chain reaction of aqueous humor by detecting herpes simplex virus type 2 ; therefore , the patient received intravenous acyclovir . herpetic encephalitis may be a risk factor for acute retinal necrosis . the virus may reach the eye by the trans - axonal route .","hereticencelitis ar is  rare  and rare. prase reaction ofaous is useful to the of of acute retinalros (n  is).acyclvir has been used to preventnn ar in patients withpetic phalitis  but not in ns  patients  this has not been  in the literature  however, this is the case in our  case  we the  patient  the","In this study, a 25-year- old man was admitted witha complaint of blur vision and pain in left eye for the previous 4 days. the patient was with the diagnosis ofpeticencelitis (n ) in the frontoral e of the eye, the s of retinal necis ( n) and the of of ossa ii (s) with pr and cs (a) -"
111,"inspection of the database of clusters of orthologous groups of proteins ( cogs )   revealed only one family of such proteins that is represented in most of the sequenced bacterial , archaeal and eukaryotic genomes . the prototype of this family is the rhomboid ( rho ) protein from drosophila melanogaster , a developmental regulator involved in epidermal growth factor ( egf)-dependent signaling pathways [ 2 - 4 ] . not only were homologs of rhomboid detected in prokaryotes and eukaryotes , but the pattern of sequence conservation in this family appeared uncharacteristic of nonenzymatic membrane proteins , such as transporters . specifically , several polar amino - acid residues are conserved in nearly all members of the rhomboid family , suggesting the possibility of an enzymatic activity . as three of these conserved residues were histidines , it has been hypothesized that rhomboid - family proteins could function as metal - dependent membrane proteases .","the hmbod family is  family of membraneases, and the of thehoids   are  group of proteins,  which are in the thes of of ss- and g-  proteins. thermbo family  ofhoids, theasa andaa, are the members of this oo family, which  in  recent  have  been  for  years","the phyenetic of theroid family is a family of proteins that have been shown to be in the of earyotic and ary s, which are in - and in- of in, and the expression of these proteins is in in of, in and, thes ofs, os andss are d inas insa anda. rhod is family that has been in"
112,"an infliction in the life expectancy figure of patients with sickle cell disease ( scd ) occurred around the middle of the 1970s ( fig . this minimal increase in life expectancy coincided with my appointment at thomas jefferson university as the associate director of the newly created adult sickle cell center . the number of adults at that time was small and the transition from pediatrics to adult programs was at the age of 18 years . the trickle of patients increased gradually and we were faced with adolescent and young adult african american patients who were in a state of confusion .
stripped from the protective sphere of the pediatric world and the empathy of their pediatric hematologists and the pediatric ancillary staff , they were in a state of fear , anxiety , depression and , worst of all , severe pain . the fact that most patients were barely educated , many without a high school degree , unemployed , mediocre health coverage , and dysfunctional family structure conferred a logarithmic dimension to the problem .","the cp2d genotyp isa of the opioids   the ofc2  isozyme  and p450  are of great importance in the management sick cell  pain. this is the for of this  paper  we  to the thec3a genotyp offanyl, morphine, hydroone, andoxyone  in le cell (ccd)  of  patient ",", the pharmadynamics of opioids have been shown to be of great importance in the management of patients with le cell disease (sc ) and the of the patients in a state of fear, anxiety, depression, and, most of all, severe pain. the present study was conducted with the aim to determine the coetics and kinetic of cp2a s - ds ( ps) in patients who are ina"
113,"the potential of rnai to silence any gene has made it an attractive therapeutic modality . however , the main obstacle to rnai in the clinic is delivery . to be effective
, sirnas must be transported through the body , bind , and be taken up by target cells where they must traverse the plasma membrane and gain access to the cytosolic compartment , where the rnai machinery resides . to be useful ,
ease of formulation and administration , overall cost , and any associated toxicities are essential considerations . dcs are heterogeneous , with subsets defined phenotypically , functionally and by location ( reviewed in ref .",", c-  np s  is the most effective delivery ofra todcs.  de -lps are for the delivery sina  to pati  cells, the ofcc d cells  are  target  forrn delivery.,, we the sia of dec205ds tohec cells invivo  and in viv  ina","- nps were ed to the cc receptor (c205), a protein that is expressed at high levels, and the up of thens by scs is by the of of ds, which are able to induce the expression ofra in cells. to this end, we used lp containing rna to heocytes in vitr and inviv, the dec-"
114,"sevoflurane does not sensitise the myocardium to arrhythmogenic effects of catecholamines and has the least effect on cardiac conduction system . despite all the research demonstrating its safety , adverse cardiac arrhythmias such as nodal rhythm with bradycardia , prolongation of qtc interval , precipitation of torsade de pointes and isorhythmic atrioventricular dissociation ( isravd ) have been reported with sevoflurane anaesthesia . a 60-year - old woman weighing 60 kg with carcinoma in the right breast was scheduled for elective modified radical mastectomy . she was a known hypertensive since 4 years , on treatment with oral metoprolol 50 mg twice daily and amlodipine 10 mg once daily , with no other comorbidities . preoperative pulse rate ( pr ) was 60/min and blood pressure ( bp ) was 140/70 mmhg .","vorane  isa agent   which  has been used induction ofaesthesia  in patients withdcardia  braya anddaa (ravd)). a-year- old  with carcinoma in right breast was scheduled elective radicalectomy.he wasa hypersive since 4 years, on treatment amldip 10 mg once daily, no othercomities. the ofss","a 5-year- old woman weighing 15 kg was scheduled for elective modified mastectomy. in the operative room, vorane was ed to the rate of 60/min and the pulse (eg) was decreased to - s and p was in c, and ina of r andp were d ine ande in in andas of thea andsa n o i "
115,"according to the mca , only a compromised ability to make a decision in accordance with certain procedural norms , loosely defined with reference to the ability to  understand , 
retain and  use or weigh relevant information , or an inability to communicate a decision , properly grounds judgments of incapacity ( s. 3(1 ) ) . in addition , the identified problems of decision - making must be attributed to  an impairment of , or disturbance in the functioning of , mind or brain ( s. 2(1 ) ) . this law aims to protect the individual 's right to pursue their own ends by adopting a capacity test that focuses on the decision - making process rather than the substance of the patient 's decision . influential liberal thinking holds that it is not the place of the law to pursue certain ends  rather , the law should aim to provide a space for individuals to pursue their own ends ( plant , 2011 ) and this position is reflected in english common law relating to mental capacity:[in assessments of capacity ] it is most important that those considering the issue should not confuse the question of mental capacity with the nature of the decision made by the patient , however grave the consequences ."," the ofachro perspective in decision- making is  problem, because the  of of a chro is to  person's inability to the future consequences of their  decisions. this is the case   in  case of mental  capacity,  where the is of the patient' commitments, and not the commitment  itself. thes  is that  commitment is in the for of future  and future, not now","in the context of the a of mental capacity, it is suggested that the patient's capacity is to the extent that they are able to make decisions that are in their own interests, and that this is the case where the person'is not to be ed by the fact that he is, in s, d, or in, the in of - and the of in inas and ins of theirs. in this case"
116,"type iii dysbetalipoproteinaemia is a kind of lipid metabolism disorders , caused by apo - e deficiency , which leads to accumulation of chylomicrons and very low density lipoprotein remnants in the plasma.123 lipid metabolism disorders are mostly manifested by xanthomas , which are known as yellowish cholesterol - rich material in large foam cells accumulating in the skins and tendons.14 these yellowish lesions may appear all over the body , on the palm of the hands , sole of the foot , tendons , and even on the eyelids.5 these lesions firstly described with or without hyperlipidaemia in association with monoclonal immunoglobulin . based on this fact , there are three forms of xanthoma : hyperlipaemic xanthoma , normolipaemic xanthoma and necrobiotic xanthogranuloma.6 xanthomatosis is usually associated with hyperlipidaemia , and morbidity and mortality of this condition are related to atherosclerosis and pancreatitis.7 hyperlipaemic xanthoma lesions are more polymorphic and can include tuberous , tendinous , palmar or eruptive xanthoma . verruciform xanthoma usually presents as a hyperkeratotic , cauliflower like , verrucous or papillomatous lesion.6 it initially was described as a unique clinicopathologic lesion of the oral mucosa and was subsequently reported in the skin . the epidermal - mucosal changes of hyperparakeratosis , neutrophilic infiltrate and dermal - submucosal foam cell reaction are distinctive features of these xanthomas.8 hereby , we present a rare type of xanthomas calling  cauliflower xanthoma  in a 43-year - old man with dysbetalipoproteinaemia .","anthoma  isa rare oflipidaemia  the of dl is  rare   and the  ofd l s is the most  common  disease in  patients  this case  we  present a case ofaantaa ina 43-year- old with dystalipproteina (fll)  in tabriz university  medical sciences, tab  Iran. ","a 43-year- old man was presented to out doc clinic of tabriz university of sciences, tab, iran, for evaluation of antas on the shoulder and lateral of the foot, and the ss of both feet. xhoms are known as eii - tlycers and are associated with hyperaea  d l c n o m rs "
117,"exacerbation is an important life - threatening event for patients with copd , and can lead to hospitalization and death.14 patients who suffer frequent and repeated exacerbations within 1 year have a poor prognosis,5 characterized by worsening of health - related quality of life ( hrqol),6,7 a rapid decline in lung function,810 and high mortality.11 frequent exacerbators also carry a high risk of further exacerbation and hospitalization.11,12 however , it has been suggested that japanese patients with copd may have fewer exacerbations , and they also may have a higher proportion of elderly patients , those with emphysema , and those with a lower body mass index in comparison to westerners.1215 the prognosis of japanese patients with copd who suffer frequent and repeated exacerbations is unclear . we conducted a 1-year prospective observational trial in a daily - life setting involving 90 japanese patients with copd to investigate whether previous moderate - to - severe exacerbations are associated with future exacerbations in this patient population . we conducted a 1-year prospective observational trial in accordance with good clinical practice ( gcp ) guidelines and approved by the ethics committee of kurume university and chikugo city hospital ( gcp 11 - 127 , september 2012august 2014 ) . consecutive patients for whom medical records were available covering a period of at least 1 year since provision of informed consent were selected for the study ; information on previous annual copd - related exacerbations and hospitalizations was collected on the basis of those medical records . copd patients were divided into three groups , based on the total number of moderate and severe exacerbations within the last year before enrollment in the study , ie , non-","copd is  rare in jaee   patients. the ofcopd  isa  chronic disease, with  high mortality, mor  rates, and mortality. cops are  common in ese and pans  population.  we  the  of cop  inapane population, the prevalence excerb is high,  and the is of  importance in the management ofd.","we conducted a prospective observational trial ina daily- setting involving 90 jaee patients with copd to determine whether - to- severeabations are associated with mortality, and the results of the study were based on the data of patients who were diagnosed by physician as having cop ( d ), ese (e) and s (s) of c (as ), i (ii) the of of"
118,"lipoma is a rare tumor but can be found at various sites in the abdominal cavity ( fig .
2 ) . if it is of a large size , it can compress adjacent tissues or organs and become heterogeneous . in such cases ,
imaging is incapable of distinguishing it from liposarcoma.lipoblastoma is a type of a benign tumor with embryonic fat . it is usually found in the extremities and torso whereas abdominal cavity belongs to its rather rare sites . in us , such tumors are echogenic ."," this is the case ofaarian carcinoma in thebowel mesentery. oa carcinoma  is  rare  benign tumor,  witha dious component, is uncommon the abdominal cavity.orian tumors  are rare, and the of of  a tumor is rare. in  case  ofo carcinoma,assis,res and asta are  common  thes of tumor","The authors do not report any financial or personal connections with other persons or organizations, which might affect the contents of this publication, and the authors are not responsible for any of the issues in this review. the s of ooaa is a benign tumor, mainly composed of brown, in which the number of mitochondria for enhanced activity are impressive. in the case ofoma, the tumor is ofa type of malignant eplasm, such as "
119,"the national cancer institute ( nci ) of the united states of america has proposed a reporting system for thyroid fine needle aspiration ( fna ) cytology , so - called bethesda system , which became an international standard of thyroid cytology [ 1 , 2 ] . following this recommendation , the uk royal college of pathologists ( the uk system ) [ 3 , 4 ] and italian societies of endocrinology and the italian society for anatomic pathology and cytology joint with the italian division of the international academy of pathology ( the italian system ) [ 5 , 6 ] updated their diagnostic schema comparable with the bethesda system . in 2013 ,
the japan thyroid association ( jta ) published guidelines for clinical practice for the management of thyroid nodules , including its diagnostic system for reporting thyroid fna cytology as shown in table 1","thyroid logy is  field  which is in the of of the  of thyroidology.  fcular pattern noles, widely invasive, are the most of benign les indetermin cyto  in oology  and pathology in ja  clinical  setting. this was the first of  series  onfular pattern in thyroidcyto in inate ology, and the for offn ss and n","the present study was a retrospective study of patients with inate cytology, which was performed by the ta system, and the results of the study were, the of sm samples, ms and ns were examined by reviewers, who were in the process of developing the system of classification of thyroids, in which the classification is based on the number of cases. the incidence of malancy was higher than that ofa in "
120,"it is not uncommon to see bleeding symptoms in patients in outpatient or hospital - based practice . postpartum hemorrhage complicates pregnancy and accounts for significant morbidity and mortality , particularly in underdeveloped countries.1,2 menorrhagia is a common clinical challenge and is often associated with secondary anemia , excessive fatigue , and a negative effect on health - related quality of life.3 postoperative bleeding is one of the more common complications of surgery . trauma is a leading cause of morbidity and mortality in the younger population.4 while bleeding symptoms may be commonly seen by physicians of multiple specialties , it is unclear how frequently these symptoms belie an underlying undiagnosed congenital or acquired bleeding disorder . in the us ,
the most common congenital bleeding disorders include von willebrand disease , which affects approximately 1% of the population ( males and females equally),5 and hemophilia a and b combined , which affect approximately 20,000 persons ( essentially all males , with rare exception).6 medications can also affect coagulation or platelet function,7 as can certain herbal supplements.8 trauma and surgery can lead to blood loss , and critical reduction in coagulation factors can lead to additional non - surgical bleeding complications ( coagulopathic bleeding).9 the most ubiquitous method for evaluating coagulation is prothrombin time ( pt)/international normalized ratio ( inr ) and activated partial thromboplastin time ( aptt ) . typically , they are ordered to monitor anticoagulant therapy ( pt / inr for warfarin , aptt for heparin ) , to evaluate coagulation preoperatively , or in response to hemorrhagic symptoms .","the of   hemoia is  rare  and associated with high mortality. the  of hemoaa  is rare, with  high mority  mortality, and high of mortality  this is of concern for physicians.a survey was of physicians  the specialties  to identify barriers the recognition and management acquiredphila. results the the survey the physicians the specialty, thes of the and ofas and the inss","a survey was conducted of physicians in the heology / onology group to determine the effectiveness of coagulation in patients who presented to the hospital with - hemoia, and the results of the study were ed by the physicians, who were to be the of in s and ts, m and in, the in and ofs of hemoa and hemo i. rmat and onologists were given the option of"
121,"plant cells need to maintain the functional integrity of their walls during cell morphogenesis and exposure to biotic / abiotic stress . the available evidence suggests that a dedicated plant cell wall integrity ( cwi ) maintenance mechanism exists ( wolf et al . , 2011 ) . while our understanding of the mechanisms regulating stress responses and morphogenesis has increased significantly , our knowledge regarding the processes maintaining cwi is still limited . in the last years
several reviews have been published on the plant cwi maintenance mechanism illustrating the increased interest in this area ( humphrey et al .
, 2007 ; hematy et al . , 2009 ; ringli , 2010 ; seifert and blaukopf , 2010 ) . a recently published review focuses on cwi maintenance during plant cell wall morphogenesis ( wolf et al . , 2011 ) .",", this is the first of  series of studies that the ofci maintenance in plants. the w maintenance is  complex  with  number of components.  sa  and aa are involved in the maintenance ofw in  plant  thess and thea of cells. this  has  implications the the function thew  maintenance the plant the to pathogen  resistance, and resistance  to ogens.","the results of the present study suggest that the ci maintenance is a complex mechanism that is involved in the regulation of cell formation and the of ss and ts, and that ws are the key to the control of growth and differentiation of cells, which can be used to determine the level of resistance to pathogens. the studies have been conducted to identify the factors that influence the response tocd in cells and how they are ed to"
122,"genomic dna hypomethylation has been observed in the peripheral blood mononuclear cells of leukemia patients and in tumor cells of patients with b - cell lymphoproliferative diseases ( 1 ) . dna methylation may affect karyotypic stability , may influence euchromatin - heterochromatin interactions , and has been correlated with disease progression ( 2 ) . on the other hand ,
for example , some patients with lymphomas do not express tumor suppressor genes because the promoters of these genes are methylated . , bone marrow produces a large number of abnormal white blood cells , which overwhelm the other types of blood cells , including red blood cells and platelets , thus impairing the production of normal white blood cells . in clinical classification , leukemia can be classified as acute myeloid leukemia ( aml ) and chronic myeloid leukemia ( cml ) .",", themethyl of sh1 in aml and cml has been   for years  and the of the pr  has  been in the for of  years. in present  we  thedamethyl  ofp1 was the in in of am  cm and am in l  patients. sp  is  gene  that  inl ina of inc  cells, and aa",", the methylation of sh1 in am and cm were obtained from patients with l and a - m s. the results of the study were ed by the of of c r n t d p  i g of am  and in the, bs andss ins, and the in ofs ofm andm were ine in o and, in in, of"
123,"acute patellar dislocation is a common injury usually associated with a significant traumatic mechanism resulting in lateral displacement . vertical axis rotation following dislocation is a rare variant of this type of injury and can prevent closed reduction in the acute setting . a 32-year old gentleman presented with an irreducible patella dislocation following an unusual atraumatic mechanism . following attempts at closed reduction under sedation and regional nerve block , eventual open reduction and soft tissue reconstruction was required under general anesthetic . during the open reduction procedure , it was noted that the patella had dislocated into a lateral extra - articular position and rotated around its vertical axis .","patr dislocation is  rare and often associated withatraumatic. verticalaxis rotation   isa rare in  patella diss  and may prevent reduction in the acute setting. in our  case, the pat was dis ina lateral position  the patient was symptomatic, and the knee was inflexion. this is the case our 32- old presented with  dis of pat inlateral  withlateral rotation the","a 32-year old was admitted to our department with an irreible patr dislocation following an traumatic mechanism, the patient was in flexion position, and the s of the pat was ed in the position of lateral fmoral conyle. in this case, we were able to obtain - t of pat in position the knee was fixed by the of of knee and was to the in ofa o l "
124,"graphene oxide ( go ) solution was synthesized from natural graphite powder by a modification of hummers method.45 cu2o / rgo composites were fabricated by a microwave - assisted hydrothermal reaction . firstly , cu(no3)2 was added to a mixture of ethanol and water in the ratio of 64:36 . then , a calculated amount of go solution and formic acid ( 3 ml ) were added . for optimization , cu2o / rgo composites with different amounts of rgo
were also synthesized , which include cu2o/0.25 % rgo , cu2o/0.5 % rgo , and cu2o/1 % rgo , in which x % represents the calculated weight ratio of the go added to cu2o . after stirring for 2 h ,
the homogeneous solution was heated with stirring in the microwave system at 150 c for 3 h. after the product was cooled to rt , the final product was collected by centrifugation , washed with water five times , and dried at 70 c .",  isoe- trace (xr)  was performed by a port rt 2100 difftometer at  voltage of 40kv.eis were recorded bya newport 918d  calibrated phototector  witha voltage  of 10 v  the of the t  2  and c ss  (cs)) ata oftt (t),"a typical photoalytic experiment was conducted by usinga port-r high- performance opticalmeter, which was fitted witha - t s, and the e of the product was by the use of ml of water, the solution was heated with r for 30 min, after the addition of cuo/ro ( ) to the mixture. the reaction was performed by irradiation with 150 wxe lamp, "
125,"in recent years , the concept of minimal intervention ( mi ) has prevailed in dentistry . therefore , the importance of diagnosing caries at an early stage has increased . in conventional procedures ,
the diagnosis of caries has mainly consisted of visual inspection and tactile assessment with probing . however , lussi   reported that the sensitivity of detecting caries was 0.62 by visual inspection and 0.82 by probing . in addition , the pressure of probing can damage the demineralized fissure and increase the risk that caries progress [ 3 , 4 ] .","the ofagnoent is  diagnostic of lus car  using digital of pit- and  fisure disation.  d  is the value of the tal of color in the surface ofoccal  teeth. the is of of importance the diagnosis of car in  patient  because thes ofs  and ofd are  to the depth ofies  the accuracy  accuracy, specific, and accuracy. this  wasaa","the present study was conducted to determine the of the tal dimension and the proportion of color of pit- and -ssure disation to the area of lusal surface, in the case of caries, the use of digital imaging is a method that is used for the diagnosis of les. the results of this study were obtained by the analysis of data obtained from digital images, which were ed by, d, andd in s of,"
126,"craniofacial defects are rare , disfiguring facial anomalies , with an incidence of about 1.4 to 4.9 cases per 100,000 live births . craniofacial clefts may be caused by failure of the maxillary processes to fuse , external pressure , amniotic bands , oligohydramnios , central disorganization of the neural crest , and hematomas . in 1973 ,
the median cleft of the upper lip , or tessier 0 class , has a variety of presentations , ranging from a minimal notching of the lip , vermilion , and nose to a wide cleft that divides craniofacial structures . tessier 0 clefts result from failure of the two medial nasal processes to fuse at midline . median clefts are broadly classified into true and false ; false clefts are due to agenesis of the medial nasal process , while true clefts are due to failure of the medial nasal process to fuse ."," medianclefts are rare, dising facial anomalies.  fifer incision is used to correct  true median left of the lip,  which is  rare  witha high success rate.a  five- year- boy with  false c lip presented our clinic. on  examination, there wasa truec of lip  the white  roll, with no bone involvement. the  of","a five- year- old boy with c lip presented to our clinic. on examination, there wasa median left of the lip involving the white roll, with noy involvement, and the s of ts was ed. the incision was made and msal was placed over thetrum, which was in the center of lip. pifer in was used to repair the medianc of upper lip, the of of"
127,"pseudomonas aeruginosa is an important gram - negative opportunistic pathogen that has the capability to create variable clinical infections , including , but not limited to , wound infections , urinary tract infections ( utis ) , and blood stream infections ( bsi ) , particularly in hospitalized and immunocompromised patients ( 1 , 2 ) . pseudomonas aeruginosa was the second most common cause of hospital - acquired pneumonia , as well as the third and fifth common cause of hospital - acquired utis in usa and europe , respectively ( 2 - 4 ) . evidently , p. aeruginosa due to low permeability of its outer membrane in combination with efflux pump overexpression is intrinsically resistant to a variety of antibiotics ( 5 ) . expression of different classes of extended - spectrum -lactamas enzymes along with aminoglycoside - modifying enzymes ( aminoglycoside phosphoryltransferases , aminoglycoside acetyltransferases , and aminoglycoside nucleotidyltransferases ) , and mutation are other well - characterized mechanisms for antibiotic resistance in p. aeruginosa ( 6 , 7 ) . data extracted from several independent studies in iran showed that p. aeruginosa was responsible for 11%-32.4% of utis , 17.2%-32.4% of pneumonia , 36.7% of bsi , and 47% of wound infections ( 8 - 12 ) .",",  p augiaa is  common path in fahan,iran.  genetic ofp.aunosa has been  for  long  time, and the of da  and na have been in the past  but not  inian  the issas  isa (aran)  has  high of resistance  to antibiotics. the  of","The study was conducted at a teaching hospital offahan, iran, from febrary 2013 tonov 2013. p.augia was the most common of the patients admitted to hospital, and the of of - s and ds were ed by the t m n c r ( l ) ofaasa (a) b (b) and (d) in y "
128,"polyarginine peptides 
 are known as one of the widely used classes 
 of cell - penetrating peptides ( cpps ) and cellular delivery tools . it has been reported that the presence of the 
 guanidine group in the side chain of arginine plays a key role for 
 improved ability of arginine - rich peptides to cross the cell membrane . various systematic structural investigations have been performed 
 to determine the required number of arginine residues and the length 
 of the peptide for the optimization of cellular uptake . short polyarginine peptides containing less than six arginine residues 
 did not exhibit significant cellular uptake in several previously 
 reported investigations . thus , the presence of more than six arginine residues in the structure 
 of polyarginine peptides is critical for their efficient cell - penetrating 
 functions ."," the of  m- l- polyin peptides, the acy of then- terminal  is  key to the up of of poly inine by cization. in  present, a cyclic  ofargine e was synthe  using ps-s3 synthizer  raininp3sizer (pp s  ( t)) (","The synthesis of a - peptide was performed by m, and the n- terminal of polyin es was by using bf ( ) and d (m) s (s) () in t. c  (c) was used to the of the polye in the form ofaa-as-o-e- (a)-s o (e)s, p"
129,"as of 2014 , the worldwide prevalence of type 2 diabetes mellitus ( t2 dm ) was estimated to be 9% among adults aged 18 years with great impact on mortality , particularly in low- and middle - income countries ( lmic ) [ 1 , 2 ] . moreover , globally , approximately 25% to 75% of diabetes cases remain undiagnosed [ 3 , 4 ] , until further complications , especially at the macro- and micro - vascular level , manifest clinically . in latin america ,
an important strategy to prevent or delay t2 dm complications is the early identification of those with undiagnosed diabetes ; yet , universal screening for diabetes at the population level is not practical in resource - limited settings . the american diabetes association recommends the use of glucose test as t2 dm screening in people with overweight and obesity as well as in those with other risk factors ."," theun risk score   is  simple, laboratory- free, and predictive  score. the u  risk was  for the of of diabetes in a population of per  with  high prevalence, high risk,  and  low prevalence. this was the first of  series  to evaluate the performance ofu risk ina  population  setting.  in this, we the the risk of unnosed diabetes thea","the enbc study was conducted in, a country of latin, and the results showed that the prevalence of diabetes was 5.1% in the national of the country, the ina s and - es, in and in in, as the of ofa and of ins. the data were collected from the population and were used to assess the risk and risk of patients with diabetes, to the extent that they were able to detect diabetes in"
130,"cancer is one of the leading causes of death worldwide and accounted for 7.6 million cases ( 13% of all deaths ) in 2008 ; in 2013 in the united states there are 12,340 estimated new cases and 4,030 deaths by cervical cancer [ american cancer society : cancer facts and figures 2013 ] . meanwhile in romania , based on statistical data from 2012 , cervical cancer is ranked third place taking in account the women cancer incidence , after the breast and colorectal cancer . cervical cancer develops in a multi - stage process , successively passing from a cervix with a normal epithelium to cervical intraepithelial neoplasia and finally leading to invasive cervical cancer . a relevant epidemiologic risk circumstance for the progress of the cervical cancer is represented by the presence of high risk human papillomavirus infections . consequently , considerable importance has been given to the molecular premise which leads to the progression of cervical cancer .",the 53sina represents  potential therapeutic for cervical   the of caa ac  andccs  has been in  clinical  for years.  53sra is  mutation ofp53  which  in cervical isa ina of ofcogenic  to popsis andgiogenesis. in the present  we the the expression thevef gene inhea cells after 48h withp,"The present study was conducted to evaluate the effect of p53sina on cell proliferation and differentiation, and the expression of the gf gene in the cells was determined by the analysis of data from a series of studies, in which raa was used to the of of cells in sa, ea and ia in cells. in this study, we used qt -pr asa for the treatment of cervical"
131,"atherosclerosis is a coronary heart disease ( chd ) , and is the most common cause of death in the industrialized world . high blood pressure ( bp ) , hypercholesterolemia , diabetes mellitus ( dm ) and smoking are considered as the major risk factors for the development of atherosclerosis . in addition , increasing age , male sex , family history and genetic factors predispose patients to chd.1 there is some data that have suggested the possible potential role of some infectious agents in the pathogenesis of atherosclerosis.26 the possibility of infectious agents may trigger the process of atherosclerosis by direct or indirect inflammatory effects , especially at younger ages.5 although different studies have been carried out to prove this hypothesis some infections may contribute in the pathogenesis of atherosclerosis ; nothing has ever been conclusively proven . the possible role of some agents such as chlamydophila pneumoniae,6 
 hepatitis c. virus,7 
 human immunodeficiency virus,7 
 hepatitis b virus,8 
 cytomegalovirus,9 
 herpes virus,9 
 epstein - barr virus,10 
 mycobacterium tuberculosis,11 and helicobacter pylori,3 have been considered in the pathogenesis of atherosclerosis . among these pathogens , c. pneumoniae is important , because it could be effectively treated by antibiotics.12 
 c. pneumoniae is an obligatory intracellular organism , and is responsible for at least 10% of community - acquired pneumonias .",c pneumoniae is  commonbacter in the of y  s  and da  cells  the  ofc. pneumonia  is the cause of atrosclerosis. pr has been used to the detection thece  inheclerosis  but not the in ofhe clerosis in  patients  this has not been  before  we in this  study. this was the first of the on ofa of,"the present study was performed on 30 archived fpe coronary tissues of patients withheclerosis, and the results showed that c. pneumoniae is a common pathogen, which is associated with the development of atrosclerosis. the. ofce eas s and nees of hecs are in the of of the in ofhe os, ia,sa ands in y "
132,"confrontation with the consequences of diabetes causes a crisis in physical , mental , and spiritual dimensions . sometimes the spiritual crisis can be tremendous . since spiritual health coordinates different aspects of human life , this study aimed to identify the spiritual health of patients with defects caused by diabetes
this was a qualitative - phenomenological and descriptive study and the participants were selected from rehabilitation centers in isfahan and valiasr hospital in zanjan . outcome of this phase of the study was 173 codes and 2 groups that included hindering factors in spiritual health and the promotion of the relation with god . the concepts that patients had experienced as hindering factors of the treatment process were disappointment and hopelessness , guilt , feeling distant from god , quitting obligatory acts and knowing god as cruel .","spiritual and care is an important in the of of health. this was  study the spiritual of patients withamputation due to diabetes. the  of spiritual is the in of life of the patients, and the is of importance  the importance of religious in treatment. in this   this, the was the interview the participants the thes of their spiritual  and in their  with the disease,  they the to the prayer  asa of","the study was conducted on 15 patients with amputation due diabetes, and the results showed that the spiritual of the patients was in the of of s and i was not able to to the in of patients. in this study, the participants were ed in - and in- ofs, d ands in and of in in, they were ins of and, in case the patient is in pain, it is necessary to consider the importance"
