Index,Original_Text,Option 1,Option 2
53,"gastric cancer is the second most frequent neoplasm of the alimentary tract after the large intestine .
5,103 people in poland were affected by it in 2008 . the case - to - death ratio of around 1 indicates unfavourable prognosis as to recovery from this disease [ 1 , 2 ] . this poor result is determined by the fact that it is rarely ( only in around 8% ) detected in the form of early gastric cancer , in the mildly symptomatic or asymptomatic phase . in most patients
it is diagnosed at a higher degree than the 1st degree of disease progression and its classic symptoms are weight loss , continuous and dull pain in the epigastrium , loss of appetite , nausea , vomiting and chronic bleeding [ 3 , 4 ] . the existence of gastric cancer metastasis to the ureter has been described twice in the literature to date ."," the oftric cancer is  rare  and rare. the present is the case   ofa woman, age 67, with symptom of left-  side renallic. in the presented  case, the ter was infected bya eplastic infiltration the theureal, and the was removed  this  was the cause of renal lic  we  present a case of tric carcinoma  ina","the presence of noplasm in the ureal is the most common of the cancer, which is a type of cancer that has been described in literature. the patient was admitted to the district hospital ( 22.04- 30.04.2010) and the treatment was performed by liative and ii s - o e t  r d c m p y  and ina the of of"
54,"eosinophilic gastritis is an extremely rare disease that is characterized by eosinophilic infiltration of the various layers of the gastrointestinal tract in the absence of any definite causes of eosinophilia . patients with eosinophilic gastritis have diverse symptoms , including abdominal pain , emesis , abdominal distension , and weight loss . these symptoms are associated with eosinophilic infiltration of the various layers of the gastrointestinal tract . the disease has to be distinguished from generalized eosinophilic disorder presenting with involvement of other organs . a 52-year - old female patient visited another hospital because of epigastric pain and tenderness .","sophil gasritis  necizingtriti  is rare, and the of ooophilicgasriti is  rare. this is the case  a 52-year- old who  presented  pain and tenderness the the stomach. eoinophiltts isa rare  and rarely presenting necotic in the tissue of thegastrointestinal.esinict is of rare in kora ","esophilic gasritis is an uncommon and rarely reported disease, which ischaracterized by oophil infiltration of the various layers of digestive tract, and the results of a  s - d, t  and c are in the of, the rs ands ofs are. in case ofoinophil gasts, it is important to consider the treatment of this disease in patients who have the symptoms ofe"
55,"the skin is the largest organ of the body and protects the organism against external physical , chemical , and biological insults such as wounding , uvb radiation , and microorganisms . this major barrier resides in the upper layers of the epidermis ( for review see segre , 2006 ) . the epidermis is the upper part of the skin that is continuously renewed . the basal layer , or stratum basale , of the epidermis contains proliferating keratinocytes ( fig .
1 ) . upon withdrawal from the cell cycle , these basal keratinocytes detach from the basement membrane and undergo a terminal differentiation program to become corneocytes in the outer layers of the epidermis .",", case-14 is expressed in the stratumgranoum, the epil layer of thederis. the expression of pase 14 is  by the  p- aa  andpa-s  ofap-1  inkerin cells, and the ofpas-14 in epim cells  is by eas and o s in  cells. this  has been  for  years ","In addition, the expression of case-14 in the m of the epim is, and is expressed in a manner that is similar to that of ease - sae- andaa-ss-ees, which are the of ofs and ts. p-, n,a,p,,e,g,t,l,n ands are in of in and in in,"
56,"gossypiboma ( retained surgical sponge ) describes a mass of cotton or sponge that is left behind in the body cavity during a surgical operation . these foreign bodies can often mimic tumors or abscesses when detected clinically or with radiation . in fact , surgical sponges without opaque markers are the leading cause for the difficulty of a correct diagnosis . here , we present a case in which a foreign body , gauze without radiopaque markers , was left behind during a procedure that involved the removal of an intrapelvic tumor . after a computed tomography ( ct )
scan had revealed information leading to an inaccurate diagnosis , an accurate diagnosis of gossypiboma was successfully made using endoscopic ultrasound - fine - needle aspiration ( eus - fna ) .",this is the first report of sypiba ( retained surgical body) bye-  fine- asation   the of ofa foreign in the pelvi after  surgery. we  present  case  which a  string  of ga was left in  cavity during  procedure the removal an intravic  tumor. the wasa oft ofeoscopic-fine-pir (eus-fa)  was,"a 60-year- old female was referred with an unexpected diagnosis of anpel tumor duringa computed toography (ct) scan, which revealeda sypibma ( foreign body) in the pelvi. the t of the body was obtained by the use of b - array echoos to evaluate les prox to thesigd colon. in this case, eus-fna was performed witha 22-"
57,"to demonstrate the usefulness of enhanced depth imaging optical coherence tomography ( edi - oct ) in investigating choroidal lesions inaccessible to ultrasound sonography . in a 60-year - old woman with an asymptomatic choroidal nevus , normal oct was used to observe the macula and edi - oct to image the choroidal nevus that was inaccessible to ultrasound . the exact location of the lesion in the choroid and the dimensions of the nevus were measured . the lesion was located in the superior macula , and the nevus was homogeneous in its reflectivity . we observed a thickened choroid delineated by the shadow cone behind it , measuring 1,376  325 m in the larger vertical cut and 1,220  325 m in the larger horizontal cut in an image with a 1:1 pixel mapping and automatic zoom ."," sd-ott isa technique that allows the of of the oidal thickness, its dimensions, and itsarcation. di - ct  is  new  technique  that is for the evaluation  ofchor nevs. we  present  case ofachoroidalnev in superiorula of  60-year- old  witha symptom  in left eye.ei","a 60-year- old woman with ansymptom chor nev in left eye was referred to our department witha symptom of oidal us, the ed- ct was used to observe the maca and di-ot (ei -c ) in the eye, and the thickness of the was measured by the presence ofa shadow cone. sd tt is an imaging technique that is used"
58,"kelch - like ech - associated protein 1 ( keap1)-nuclear factor e2-related factor 2 ( nrf2 ) is a major cellular pathway that protect normal cells against oxidative and xenobiotic damage.1 nrf2 is an essential transcription factor for antioxidant and detoxification genes and is crucial for the chemopreventive effect of various phytochemicals against carcinogenesis . representative chemopreventive agents that induce nrf2 include carotenoids , curcumins , cyclic lactones , diterpenes , dithiolethiones , epithionitriles , flavonoids , indoles , isothiocyanates , organosulfides , and phenols.2,3 accumulating evidences have demonstrated that phytochemicals can protect cells from oxidative stress related diseases including inflammatory , cardiovascular , and neurodegenerative diseases and cancer , through nrf2-dependent responses . paradoxically , recent researches demonstrated the dark side of nrf2.4 cancer cells acquire a growth advantage by eliminating keap1-mediated negative control of nrf2 , which leads to activation of the nrf2-dependent defense response.4 constitutive upregulation of nrf2 has been found in many types of cancers , including skin , breast , prostate , lung , head and neck , and endometrial cancer.5 overexpressed nrf2 provides a growth advantage for cancer cells by protecting those cells from oxidative stress and anticancer agents , thus contributing to chemoresistance.5 in this review , we summarize the therapeutic development of nrf2 inhibitors that enhance the efficacy of the current cancer treatments . nrf2 is a basic leucine zipper transcription factor with 7 domains from neh1 to neh7 . neh1 has dna binding motifs.6 neh3 , neh4 , and neh5 have domains involved in the transactivation of nrf2 target genes by binding coactivators .","r2  is  transcriptional  factor   and  regulator of popsis, toxicity, andtoxicity.nf2 has been implica in the of ofpopis  in cancer  as  result of the p- 53 interaction. egr  has  role in c- andt- signaling  thes ofn2 activation.as a  member  ofa family of proteins,ea","nf2 has been reported to be a key factor in the regulation of r2 in cancer, and the e - s ofr1 and f1 have been shown to regulate the expression ofnp1 in cells, which is associated with the upregulation ofa1. in addition, p2 is an factor that regulates the of ofs ands in cell and is involved in of the induction of and of in "
59,"a 3-year - old male , known to have isolated speech delay , presented to the emergency department with severe body aches and inability to walk . few days prior to his presentation , the child started to have flu - like symptoms in the form of rhinorrhea and low - grade fever . this was followed by irritableness , hypoactivity , and inability to move his legs and arms . he was seen in a private hospital where computed tomography of the brain and a lumber puncture were done that showed no abnormalities . in the next day , his condition continued to worsen .","lip-1 deiency causes habylysis in children. the ofin-1 is  protein   that  is inactive in the os  ando  cells.  in  study, a  patient  with ina-1 lip -1  mutation  presented symptom  weakness, muscle, and inability  to walk, the was  of the age of  year  the in of","The prois of rdomolysis is poor, with up to one- third of patients dying during an episode ofrylysis. the pros ofin-1 deiency was poor in about 60% of the patients with re domlysis are poor. a recent study showed that the ea of in, s, and os are the most important factors in the development of chronic renal disease. on the other hand, the in of of"
60,"the study was approved by the institutional ethics committee , and informed consent was obtained from all patients in accordance with the tenets of the declaration of helsinki . the donors were selected based on these inclusion criteria : myopic spherical refractive error ranging from 0.5 d to 10.00 d with no astigmatism or astigmatism less than 0.5 d ; healthy eyes free from significant systemic and ocular diseases ; and ability to understand the content of the consent form and willingness to undergo serological testing . eligible candidates underwent the relex smile procedure with the standard technique11 by the same surgeon ( s.g . ) using the visumax fs laser . the cap thickness was 100 m , and the optical zone varied from 6 to 6.5 mm .","(  )  the of of  patients who underi fil (ii) under the ex smile (s  procedure). (a) patients under i  with fil  (n =  9  treated  were  for oi (o)), ap, and p (p) with spical  ofopia (bc)),  and the were fori withi ini.",", the lente was ed in a l of liquid solution, and the solution was used for the treatment of ocular diseases. theoes were used to the of the cornea and were placed on the surface of cornea. s - m of solution containing te, nee and ieae were d with pss andsas.aos was in the in of"
61,"sepsis is the major cause of death in the intensive care unit . despite improvement of antibiotics treatment and supportive techniques , the mortality of septic shock increases to approximately 60% . , it not only helps doctors to make an early diagnosis of sepsis , but also predicts outcomes . there have been some biomarkers and cytokines used in both the clinical practice and laboratory including soluble triggering receptor expressed on myeloid cells-1 ( strem-1 ) , procalcitonin ( pct ) , n - terminal probrain natriuretic peptide ( nt - pro - bnp ) , c - reactive protein ( crp ) , interleukin-6 ( il-6 ) , and interleukin-10 ( il-10 ) . trem-1 is a recently discovered member of the immunoglobulin superfamily of receptors that is specifically expressed on the surfaces of neutrophils and monocytes .","c- reactive protein (cp)  is  marker ofinflammatory in pis. tre-1  sm-1,ct, il-6, andil-10  were in the of of day 1, day  3, and  day 5  the levels of ms-1 andtre -1 were higher than those ofc-1 insural  group, the t-  pro--bp  level  in survival ","The present study was conducted to evaluate the protic of t- pro- bp levels in patients withpsis, and the results showed that tre-1 levels were significantly higher than those in the survival group on day 1 and were compared to the levels ofc and c in a group of patients who had pt. sm-1 is soluble protein that is expressed on the cells of the thyroid and is the precursor ofcalcon "
62,"nine male competitive cyclists participated in this study . their mean  sd age , height , and body mass were 33.3  7.5 yr , 184  4 cm , and 77.3  7.0 kg , respectively . they had a maximal oxygen consumption ( vo2max ) of 4.8  0.2 lmin ( oxycon pro ; viasys healthcare , germany ) with a peak power output of 418  16 w ( protocol , 25-w increase every minute from 100 w until exhaustion ) , corresponding to a performance level of 4 ( i.e. , well - trained cyclist ( 7 ) ) . all cyclists were experienced with performing tt in cold - to - temperate conditions ( < 25c ) and provided their written informed consent to participate in this study . the protocol conformed to the recommendations of the declaration of helsinki and was approved by an independent ethics committee .",". the tt was performed in hot conditions (tc   see section )  and was in a cool  condition ( cc)). power and output were during thet in thec condition, and were recorded the interval oft  inc and th  duringt andth, respectively. data are presented assd along the mean differences ( 95% interval) and the differences  betweents","The study was conducted on nine male cyclists who were experienced with performingt in cold- to- temper conditions (t-1 ) and the t was performed in a warm condition ( th, s, and -. the participants were in the of c and were ed with the power and power during thet and was measured by power meter (p ; r ), m, cm, in and in, respectively. "
63,"worksites in glass and metal works , foundries , rolling mills , in the vicinity of hardening furnaces , rotary kilns in the cement industry , high - temperature laboratory furnaces , as well as firefighting , are associated , in addition to common mechanical hazards ( e.g. , due to splashes of molten metals and slag ) , sparks and direct contact with open fires , with hazards caused by emission of harmful optic radiation within the visible ( vis ) and infrared ( ir ) spectrum range . excessive exposure to ir radiation leads to dryness of the mucous membranes , burns of the eyeball and development of cataracts . protection against thermal hazards due to excessive amounts of ir radiation reaching the eyes is provided by protective optic filters installed in spectacles , goggles or face protections . besides protecting the user against hazardous ir radiation
, such filters should ensure that the object / area of work can be seen clearly . if the level of ir radiation is very high ,
the use of filters reflecting radiation is recommended , as it allows the temperature increase in the filter itself to be reduced .","the rtance of the filters is higher than the of metallic filters. the values of  t and n for filters with  single metallic reflectingi radiation  are  in the range  0.5%  and 0.1%  respectively.  thessts ofrance and reflect of filters the infd andr spectrum are in  range 0. 5%, 0.3%, 1%, and1%.","the present study was conducted to compare the optical properties of the filters in the protection of eyes against r radiation, the luminous transmitance (v) and the reflectance within the 7802000nm range ( ) the values of transmit and reflect are determined by the use of a polyate base ( flat plate of 50 mm diameter and - 5 ; ir reflect within 7800 n range. the results of this study were obtained by"
64,"this retrospective observational study was conducted using electronic medical records from the south central veterans affairs health care network ( visn 16 ) , one of the largest of the 23 visns in the veterans health administration ( vha ) . the vha is a national integrated health care system providing a set of comprehensive services to veterans . as of 2010
the visn 16 data warehouse is an integrated , de - identified , individual - level database representing 7.8% of u.s .
veterans and covers a geographic region of 170,000 square miles , including the states of arkansas , louisiana , mississippi , and oklahoma , and parts of alabama , florida , missouri , and texas . it includes records for > 445,000 veterans from 10 medical centers and 40 outpatient clinics , with information regarding demographics , vital signs , laboratory results , diagnoses , procedures , inpatient and outpatient services ( e.g. , admission date , length of stay , and emergency room visits ) , drug prescriptions , and database enrollment history . as in the national vha population , patients in visn 16 are predominantly male ( 90.1% ) ."," retrospectiveal was conducted using electronic records the south affairs health care network (nn 16)   the of the sas  software  version 9.2,  which  included  total of14961 witht2dm between 1janary 2004 and 30jun 2010,a total  of 75  patients  diagnosed 2 d  were in then cycle  and assessed the the cycle the cost  in  cycle. thess software version  9. was","a retrospective study was conducted using the data of the national - health network (v 16 ), which is an integrated, de- identified, individual- level database, and the results were reported as the following: the of diabetes- related complications were evaluated in the first cycle, the s of b1c and dl- levels were estimated for each cycle using ls- c method, eas andss. i "
65,"endotracheal intubation is one of the most important skills for anesthesiologists in securing the airway during general anesthesia and resuscitation . failure to secure the airway can cause anesthesia - related life - threatening morbidity and mortality . however , the difficult laryngoscopy and tracheal intubation rate still remains at 1.513% due to poor reliability of traditional protocols , algorithms , and combinations of screening tools in identifying a potentially difficult airway . due to the portable , noninvasive characteristics , point - of - care ultrasound ( us ) technique has been widely used in the operating room for ultrasound - guided nerve block , central venous access , and pneumothorax diagnosis . with improved visualization of airway structures ,
prasad et al .","the sacs of rygos were in  range  from  to . thess  is the of of air in the neck, and c is used to guide central nous ination. ig  was the most of the insu  ofs in lango  in with a p value of 0. 0  for md  andt d","the use of portable us in the evaluation and management of airway has been reported, and the results of the study are consistent with the hypothesis that the ss of rygoscopy is a method for predicting difficult lagocopy in patients with yoid and ig. the thicknesse of anterior tissue was measured by ms, dsb,dhb anddac were determined using t- test "
66,"badana grupa skadaa si z 96 pacjentw ( 77 mczyzn i 19 kobiet ) w wieku rednio 58,1  9,8 roku . pacjenci zostali losowo przydzieleni do jednej z trzech grup : grupy pacjentw poddanych perikardiotomii tylnej ( grupa
i , n = 30 ) , grupy kontrolnej ( grupa ii , n = 33 ) oraz pacjentw , u ktrych zastosowano tylny drena osierdziowy , ktrzy jednak nie zostali poddani zabiegowi perikardiotomii tylnej ( grupa iii , n = 33 ) . czas trwania hospitalizacji pooperacyjnej ( p = 0,03 ; 11,56  10,64 ) oraz czsto reoperacji z powodu tamponady ( p = 0,019 ; 12,1% ) byy znaczco wysze w grupie ii .","perial eff is  common after coronary  surgery, and the ofperiaal drainage   is to the  of ofa of complications.  the volume of cardial is in the range of 1 to 1000 m  and in group i, the is significantly with the after of theoperative  in  groupii.pericardi eff was the in of afteroperative and  postoperative on the 30 post day. thea","perial eff was detected in group i, a group of patients who underwent t e o s - d r n c m and pss in the of the cardial. the volume ofcardi was determined by the use ofte ( ) and was to the in of ysas (s) ; thes ofs was inad of in and in in "
67,"cancer places a huge burden on society and has been identified as the leading cause of death in both more and less economically developed countries .
projections based on the globocan 2012 estimates predict a substantive increase to 19.3 million new cancer cases per year by 2025 , due to growth and ageing of the global population . south africa , like other developing countries , is also experiencing an increase in the overall burden of disease attributable to cancer , with the number of new cancer cases predicted to increase by 46% by 2030 . this is likely to result in an increase in the use of cancer chemotherapy agents , which assist in preventing the proliferation , invasion , and metastases of the cancer cells . the basis for chemotherapy is anticancer drugs containing platinum , that is , cisplatin ( cis - diamminedichloroplatinum ii ) and carboplatin ( cis - diammine 1,1-cyclobutane dicarboxylatoplatinum ii ) . other chemotherapy drugs include nitrogen mustard , amino - nicotinamide , dichloromethotrexate , bleomycin , and 5-fluorouracil [ 5 , 6 ] .","islatin- associatedotoxicity is  major for patients with cancer, as the hearing may be affected  the quality of life, the of  hearing, and the impact on quality life. this is to the  of ofcplatin totoxicity,  and its in and of in  patients  with  cancer.  isis-  toxicity  associated the loss hearing in children, adolescents, adults, in,,","cplatin- associatedotoxicity has been reported to be a major problem in the treatment of cancer, as it is known that the toxicity ofclatin is associated with the generation of reactive species, the of of s - ps and ts, and the effects of islatin on totoxicity are not limited to the use of chemotherapy, but also to other drugs, such as op latin, is the most effective in treating cancer"
68,"the synthetic modification 
 of proteins enables the construction 
 of biomolecular hybrids that can be used to study protein function , deliver potent therapeutics to cellular targets , and build new materials . the synthesis of these constructs requires a suite of chemoselective 
 bioconjugation reactions that proceed under mild , aqueous conditions 
 in the presence of the native functional groups that are present on 
 protein surfaces . the most common methods for protein modification 
 target the nucleophilic side - chains of lysine and cysteine . however , these strategies can 
 result in complex product mixtures , as lysine is typically found in 
 high abundance on the protein surface and 
 uniquely reactive cysteine labeling sites can be difficult to install 
 in many instances ( such as thiol proteases and proteins produced via 
 the eukaryotic secretory pathway , for example ) . many newer approaches 
 for the site - selective modification of proteins 
 involve the introduction of artificial amino acids with reactivities 
 that are orthogonal to those of the native 
 amino acids .",the   terminal reaction of - aminos witho- phenols  has been for  long  time  and the of then- terminal ofes have been  in  for many years. this is the first to  report the activity ofa--n terminal with o  amino ss ( a line)  witha high of of activity  this  is in the with thea of,"the - terminal aminos were ed in the presence of ferrcyanide, which is known to be a powerful oxidation, and the use of these s to the modification of then- termin of proteins has been reported, as the of o- phenols are able to modify the amino groups, such as yyine, ts,s and ns. the reaction ofamin-p- cre with"
69,"alcohol withdrawal syndrome ( aws ) is characterized by varied symptoms that range from mild to severe intensity depending on several factors including the quantity , frequency and duration of alcohol intake , and the number of prior withdrawal episodes , as well as individual differences in the vulnerability [ 14 ] .
symptoms usually present themselves within 6 to 24 hours after cessation of alcohol intake [ 5 , 6 ] . subtyping of the aws has been attempted in the past , as gross   conceptualized and proposed 3 constellations of alcohol withdrawal symptoms : factor 1 hallucinogenic that consisted of nausea , tinnitus , visual disturbance , pruritus , parasthesia , muscle pain , agitation , sleep disturbance , tactile hallucinations , and hallucinations which are auditory or visual or both ; factor 2 affective and physiological that consisted of anxiety , depression , tremor , and sweats ; and factor 3 delirium that consisted of clouding of the sensorium , impairment of consciousness , and impairment of contact with the observer . a cluster analytic study   identified three different symptoms clusters of alcohol withdrawal , namely , cns excitation , adrenergic hyperactivity , and delirium . several rating instruments have been used to measure severity of alcohol withdrawal . among them ,
the most commonly used observer - rated scale is the 10-item clinical institute withdrawal assessment - alcohol , revised ( ciwa - ar ) .","the iw-- ar is  scale of alcohol withdrawal  it is widely  and used  to assess the of ws in  population. we  the thes ofaw  s andas  ina patients admitted alcohol dependence, and the severity  of symptoms. theia-a -  isa scale alcohol  dependence  alcohol, alcohol and ess (ae  or)","The present was a cross- sectional study, which was carried out on patients with alcohol dependence, and the results showed that the ia - ar is the most widely used and rated scale for alcohol withdrawal. the study was conducted with the aim of identifying the factors of withdrawal and its severity in the patients, the ofs of alcohol, cwa- s,as andaa, as ws are ed in "
70,"this included only workers who had worked more than 50% of each day 's working period and had worked for at least 10 days of the follow - up period .
information regarding the amount of liquid intake expressed ( in litres , l ) and daily productivity output ( in tons ) were recorded . the rehydration strategies were re - structured by decision makers participating in the project and the author of this paper . for an eight working hour schedule , all workers were instructed to drink 1 l of the rehydration solutions or tap water at least 30 minutes before they began to work . they were also encouraged to drink water and rehydration solutions ( 250 ml ) every 3045 minutes . in total , they were each asked to drink 10 l of liquid ( tap water and rehydration solutions ) per day ."," workers are exposed to high temperatures  the present evaluated the ofhydr of sugare workers the montlim farm inagua,nicau   during the harvesting  2007/2008. the was  significant of increase of output and of water intake the workers during  period of follow- up  this was the result of  change  in hydr measures, workers increased their output  and productivity  as temperature increased  relative humidity  increased","The present study was conducted on 22 sugare workers at montlim farm, and the results showed that the hydration of the water was increased during the harvesting season, the temperature increased to maximum values as early as 8 am. this was due to the increase of temperature and relative humidity, which is a major factor in the prevention of heat injury, since the heat is major cause of preventable mority worldwide, this is due the fact that water is the main source of"
71,"choroid plexus papilloma ( cpp ) is a rare benign tumor accounting for 0.5% of all intracranial tumors that is more common in childhood , consisting of 1.5 to 6.4% of pediatric intracranial tumors.1 

2 the majority of cpps occur during the first 2 years of life , with 12.5 to 20% ( 10 to 12% ) reported in infants under 1  year of age.1 
 3 there have been some reports of  calcified cpp ,   cpp in an adult , 
 cpp in the cerebellopontine angle ( cpa ) ,  and  atypical form of cpp.4 
 5 
 6 
 7 however , a case combining with these four features  adult , dense calcification , atypical form , and cpa  is considered to be extremely rare ; such a case has never been encountered among the 8,540 skull base tumors on which the senior author ( t.f . ) has operated in the past 20 years . we report an adult case of densely calcified , atypical cpp originated from the cpa without connection to the forth ventricle . a 41-year - old man presented with a chief complaint of headache , dizziness , and difficulty with gait that had been gradually worsening for 8 months . neurological examination revealed blurred vision , nystagmus with lateral gaze , and mild right facial weakness . intermittent difficulty with balance and gait were also present ; however , no motor weakness was observed ."," pp is  rare  benign tumor. the of of typicalct is rare, and the rate ofreence is in the range of to 5%. we  present  case ofatypicalpp in pa  the tumor was densely ified,  withventricular largement. t m  images showed  dense ification the thep of the aa tumor, thea ofca","the cpp of a 41-year- old man presented witha complaint of headache, diness, and difficulty with ga, which was reported in the of thea and s. t andm images showeda high- density multiular mass that was in an axial location. the tumor was ed to the fora oflka and was with the presence ofa - d ii andaa in pa."
72,"multipath signals occur in numerous microwave and rf applications when an unwanted portion of the original transmission propagates along any alternate path and ultimately couples to the receiver distorting the amplitude and phase of the desired signal [ 14 ] . if the amplitude of the multipath signal is sufficiently large , its impact can be considerable . in multistatic radar and communication systems ,
these types of interference are most often caused by reflections of either the main beam or side lobes with objects near or actually in the beam path . classic examples include main beam propagation close to the earth 's surface with associated reflections off of the ground or water ( figure 1(a ) ) . various approaches can be used to filter or compensate for these reflections through time - gating   and signal time synchronization ."," the of multipaths is  major in imaging  we present an approach to the propag of the waves the the tank  and surrounding  in the  of   system.  this  is the for ofa  multi  signal  which can be from the base of tank, the antennas, feed lines, and the tissue  as  function of frequency, distance,  distance and time  to  receiver  for  imaging",", we present an approach to the detection of multipath signals in the - field, where the wave is propagated along the surface of the tank, and the results are obtained by the use of a coaxial cable, which can be used to transmit the signals of different types, such as s, e,s ands. the system is designed to be able to detect the presence of electromagnetic fields and to determine the frequency of propagation, the of"
73,"enucleation generally induces bone regeneration within a cystic lesion less than 3 cm in diameter and eliminates the lesion ; however , it is difficult to postoperatively predict lesion recurrence and bone regeneration in cases of larger cysts . for this reason
, a surgeon can choose between conservative and aggressive treatments for a large , aggressive , cystic tumor12 . it has been reported that marsupialization and decompression , both of which are conservative treatments that create an opening to reduce pressure within a cystic cavity and induce bone formation , generate few postoperative complications and produce great therapeutic effects3456 . these procedures not only provide good surgical access to smaller lesions , but they also preserve intraoral tissues , maintain pulp vitality , and reduce recurrence rates . for this reason , many surgeons prefer these methods for treating large cysts .",", com is  conservative forot cysts, and the of reduction is dependent on the size of lesion. in present  we   reviewed the charts of patients who the department maxillofcial (gju), who under uation aftercompression. the was  reduction of the leions in  period of  month, months, year  and  year, with  rate of 44%  the  of","in this study, we analyzed the effects of depression on patients who visited the department of oral maxacial surgery atchoun university, and the results showed that depression is a treatment that is effective in reducing the size of the les, the s of les were measured witha cali and multiplied them together to determine the rate of reduction in the of of i. in present, l was measured in and d and was to the"
74,"for the first time , the presented data suggest that a variant in the retn gene plays a significant role in acne pathogenesis . we also demonstrate an excess transmission of mutant allele g at retn-420 from 130 trio families using tdt analysis . therefore , we suggest that inherited variation in retn at -420 appears to be associated with heritable acne vulgaris .",". In this  study, we   the of tt analysis  and dt  analysis,  we show thatren-420 is associated herable acneogenesis. therefore, the presented data suggest that  variant g in nn 420 appears heritable pathois. we also an excess transmission of allele  at - from 130 families  usingtd analysis.  these data  suggest the","The present data suggest that a variant in theren gene plays role in pathgenesis acne. we also demonstrate an excess transmission of mutant allele at-420 from 130 families usingtt analysis. therefore, we suggest heritable acne vulgar by inherited variation intn at420."
75,"many studies over the past 15 years have focused on discovering solvents that help promote efficient cc bond formation under benign reaction conditions . new solvents in dielsalder(2 ) and barbier reactions have been sought to help streamline the one - pot transformations further , reducing synthetic steps and organic waste . polar media often accelerate reactions of this type which has led to the use of water as an acceptable solvent for such organic conversions . recent contributions from our laboratory to this field have centered on coupling reactions between propargyl aldehydes and allyl or propargyl halides under barbier conditions to form homoallylic and homopropargylic propargyl alcohols . these compounds find wide use as synthetic templates and show a propensity for oxy - cope rearrangements ( scheme 1 ) ."," the ofn  methylamide (nmf) has been used as  solvent indium- promoted c bond-  reactions. the  of of m f  is in the range from  to  ( ) to (-). n--formamide, a polar solvent, is used in barbling reactions  this is the case  however, the in ofm is  less  than","in this paper, we describe the use of nf as solvent for the formation of an - product, which is a mixture of water and m, and the s of the mixture is in the form of mixture with the of ofa l y e d r c p  i t o x f. the in ofs and ofm as the solvent, the is of inas "
76,"sepsis is the systemic inflammation caused by infection with bacteria , viruses , fungi , parasites , or toxic products , and has become one of the leading causes of mortality in children . in developed countries ,
the mortality rate of pediatric sepsis is about 210% and is as high as 50% in developing countries . pediatric sepsis usually leads to tachycardia , tachypnea , peripheral vasodilation , fever or hypothermia , and even multiple organ dysfunction syndrome ( mods ) . frequently - used applications in pediatric sepsis treatment concentrate on maintaining metabolic , circulatory , and respiratory stabilities , and antimicrobial agents , as well as surgical and adjunctive therapies such as nitric oxide and corticosteroids , which show great benefits in the outcome of pediatric sepsis treatment .
acute kidney injury ( aki ) is a severe consequence of sepsis and mods , and about 1527% of aki in children is generated from pediatric sepsis . the pathophysiology of septic aki is related to the altered global renal blood flow , as well as the comprehensive effects of inflammation , microvasculature blood flow , and bioenergetics factors ."," bain has been in the treatment of eptic  sis  the of of pediatricpis patients. ical is  constituent ofcutearia baens  gei  and has protective effects against ps and cs in children. ba is the active of ba in treatingsepticaki pediatric  patients  we the the effects ba in pediatric ses patients, the  of thesa andss","cp was performed on 50 patients ages 14 years were selected from the patients hospitalized from ember 2013 toober 2015, and the s of psis was ed by tt - dt- and nts. a l of ofl was added to the slices forcubation of 30 min at 37c in the dark, after which the samples were ded in m, b,"
77,"the main cause of treatment failure and death in cancer patients is metastasis  the formation of secondary tumors in organs distant from the original neoplastic cell tissue . adjuvant therapy of proven efficacy is not currently available for cancer patients ; therefore , the search for new targets of therapeutic reagents is required to prevent both proliferation and metastases . during metastasis ,
it is known that the mode of invasion is one of the markers of the malignancy and prognosis of cancer . the receptor for advanced glycation end - products ( rage ) , a multiligand member of the immunoglobulin superfamily of cell surface molecules , interacts with distinct molecules implicated in homeostasis , development , and inflammation .
rage binding by ligands such as advanced glycation end - products ( ages ) triggers the activation of key cell signaling pathways , thereby reprogramming cellular properties . in addition , several reports have suggested that rage is associated with cancer malignancy [ 4 , 5 ] ."," ly- ages  have been implica in the of cancer and metsis  ina  number of s  and  patients. gcer-ages, a form  oflyc  is associated with cancer  but not astais, have  been in of of in cancers. the c-aa is  protein of thease d 1  which  the ins ofa","In the present study, we investigated the effects of lycer- ages on the development of cancer, and the of the s - and c-s of cells were incubated with bs ( a ) for h. the cell was ed in d (s) and was in the chambers forh. gc (a) was used to the cells, ts ands were used as as "
78,"malaligned implants often complicate the clinical laboratory procedures employed for fabrication of superstructures . due to improper load distribution ,
a stent is an appliance used for radiographic evaluation of height and width of the available bone during treatment planning for implant placement or during surgical procedures to provide site for optimum implant placement . the variable type of stents includes vaccuform or acrylic resin templates adapted over duplicated casts of diagnostic wax - up . these include plastic or metal tubes and channels in acrylic resin that dictate the position of implants . stents should be made of transparent material , stable and rigid when in position , should cover enough teeth to stabilize its position , and when no teeth are present , stents should extend onto unreflected soft tissue regions ."," the of surgical tents, the accuracy and precision of the is in the  of of position and diameter. this was the first of  series  to evaluate the effacy the surgicaltent in terms of and and  diameter  this is the for of implant placement.  stent  is  device  used to implant the and the in of implants, to determine the position the diameter and position. thes isa for the","the aim of this study was to evaluate the accuracy and precision of surgical ss for optimal placement of dental implants in terms of position and diameter, and the use of a - type tent to determine the position of the implant in the ea and t of implant. the study is the of of patients who were treated with the surgical and surgical procedures, in which thes were placed to the desired depth and position, the in- and out ofs of"
